Name,Album,Artist,Genre,Subgenre,Publish Date,Duration,BPM,Vocal Rage,E2_binary,F2_binary,F♯2_binary,G2_binary,G♯2_binary,A2_binary,A♯2_binary,B2_binary,C3_binary,C♯3_binary,D3_binary,D♯3_binary,E3_binary,F3_binary,F♯3_binary,G3_binary,G♯3_binary,A3_binary,A♯3_binary,B3_binary,C4_binary,C♯4_binary,D4_binary,D♯4_binary,E4_binary,F4_binary,F♯4_binary,G4_binary,G♯4_binary,A4_binary,A♯4_binary,B4_binary,C5_binary,C♯5_binary,D5_binary,D♯5_binary,E5_binary,F5_binary,F♯5_binary,G5_binary,G♯5_binary,A5_binary,A♯5_binary,B5_binary,C6_binary,E2_freq,F2_freq,F♯2_freq,G2_freq,G♯2_freq,A2_freq,A♯2_freq,B2_freq,C3_freq,C♯3_freq,D3_freq,D♯3_freq,E3_freq,F3_freq,F♯3_freq,G3_freq,G♯3_freq,A3_freq,A♯3_freq,B3_freq,C4_freq,C♯4_freq,D4_freq,D♯4_freq,E4_freq,F4_freq,F♯4_freq,G4_freq,G♯4_freq,A4_freq,A♯4_freq,B4_freq,C5_freq,C♯5_freq,D5_freq,D♯5_freq,E5_freq,F5_freq,F♯5_freq,G5_freq,G♯5_freq,A5_freq,A♯5_freq,B5_freq,C6_freq,D1_binary,E1_binary,F1_binary,G1_binary,A1_binary,B1_binary,C♯2_binary,D♯2_binary,C♯6_binary,D1_freq,E1_freq,F1_freq,G1_freq,A1_freq,B1_freq,C♯2_freq,D♯2_freq,C♯6_freq,C1_binary,C♯1_binary,D♯1_binary,F♯1_binary,G♯1_binary,A♯1_binary,C2_binary,D♯6_binary,F6_binary,F♯6_binary,G6_binary,C1_freq,C♯1_freq,D♯1_freq,F♯1_freq,G♯1_freq,A♯1_freq,C2_freq,D♯6_freq,F6_freq,F♯6_freq,G6_freq,D2_binary,D6_binary,E6_binary,G♯6_binary,A6_binary,A♯6_binary,B6_binary,D2_freq,D6_freq,E6_freq,G♯6_freq,A6_freq,A♯6_freq,B6_freq
Tasogare_Otome_x_Amnesia_-_Calendrier,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,3,1,2,1,2,9,37,70,116,148,209,57,184,491,386,356,467,1088,296,845,1808,1249,1875,1174,3130,1177,571,1014,1116,2736,400,1121,633,157,341,96,309,16,14,9,51,25,76,132,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.0,106.0,3.0,1.0,1.0,2.0,1.0,10.0,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,2.0,2.0,1.0,1.0,,1.0,0.0,,,,,0.0,0.0,1.0,,,,,1.0,67.0
Tasogare_Otome_x_Amnesia_-_Calendrier_Yuuko,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,5,7,43,104,167,194,255,342,123,135,376,387,351,316,984,264,815,2237,795,1595,964,3437,1464,777,1135,1383,2594,506,905,379,110,249,80,238,3,5,2,23,1,2,24,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,8.0,289.0,3.0,2.0,2.0,2.0,1.0,1.0,,,,,0.0,0.0,0.0,,,0.0,0.0,,,,,1.0,1.0,1.0,,,1.0,1.0,0.0,,0.0,,0.0,,0.0,1.0,,1.0,,1.0,,80.0
Tasogare_Otome_x_Amnesia_-_Requiem,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,,,0,,0,5,4,1,4,2,6,4,2,95,26,256,38,110,19,12,12,19,65,81,171,311,254,973,808,3655,587,2436,2749,555,3290,1117,1996,624,174,812,171,107,56,157,109,,,1,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,73.0,205.0,8.0,1.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,54.0,9.0,20.0,15.0,3.0,2.0,1.0,1.0,1.0,,1.0,0.0,,,,,0.0,0.0,23.0,,,,,1.0,190.0
Tenjou_Tenge_OAV_-_Makenai,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4,8,2,2,2,5,24,104,438,345,123,164,308,905,504,739,607,813,654,1520,2294,1549,808,1040,1868,2921,1289,3557,3216,597,1045,496,791,101,78,126,86,465,81,132,96,37,115,184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,149.0,266.0,2.0,2.0,2.0,2.0,1.0,271.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,49.0,11.0,12.0,1.0,,,,55.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,49.0,23.0,1.0,2.0,5.0,21.0
The_Idolmster_-_Nemurihime,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,40,37,4,2,6,55,25,49,91,52,79,83,195,93,370,329,520,795,701,1792,937,1236,1772,543,1214,500,2203,3382,1470,6802,600,2615,789,2706,1730,359,1123,196,78,81,105,127,109,52,83,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,12.0,329.0,34.0,8.0,9.0,6.0,38.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,3.0,5.0,19.0,16.0,26.0,10.0,26.0,4.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,7.0,69.0,3.0,45.0,1.0,7.0
The_Idolmster_-_Yakusoku,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,42,14,9,6,4,19,109,38,109,53,487,498,111,843,191,410,156,927,1834,405,2312,486,2307,721,352,1828,292,842,234,1771,5375,231,646,102,472,150,28,26,10,16,8,69,75,5,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,46.0,397.0,7.0,13.0,7.0,5.0,21.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,3.0,10.0,5.0,76.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,,,0.0,,0.0,8.0,1.0,,,1.0,,82.0
To_Aru_Kagaku_no_Railgun_-_LEVEL5_Judgelight_Karaoke,,,,,,,,,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,9,12,34,85,117,386,703,758,1665,1997,1605,1155,1022,1637,1826,1058,959,1200,710,343,670,624,623,639,327,236,222,147,211,132,95,83,273,441,263,398,245,85,73,63,402,188,83,518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,22.0,477.0,4.0,6.0,4.0,3.0,9.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,5.0,2.0,1.0,7.0,1.0,41.0,22.0,67.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,75.0,21.0,164.0,250.0,134.0,735.0
To_Aru_Kagaku_no_Railgun_-_Only_My_Railgun_Karaoke,,,,,,,,,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,2,11,8,26,288,550,794,1648,2510,2675,1337,1409,1876,1683,1045,825,935,294,352,389,413,576,536,694,377,469,237,146,133,81,89,207,155,90,95,132,92,129,34,22,127,67,218,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,61.0,2.0,3.0,3.0,1.0,28.0,54.0,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,1.0,1.0,,1.0,75.0,28.0,100.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,28.0,21.0,126.0,11.0,90.0,1217.0
To_Aru_Kagaku_no_Railgun_OVA_-_Special_One,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,,0,0,0,,,,13,194,13,233,19,148,119,163,464,228,377,235,284,160,275,283,414,1574,631,1038,554,1000,1702,619,2378,3343,1195,2173,476,1862,718,464,1023,138,69,16,73,4,,6,3,19,,,,,,,,,0.0,,,,,,,,,1.0,,,,,,,,,,0.0,0.0,,,,,,,,,,1.0,1.0,,0.0,0.0,,0.0,0.0,1.0,,1.0,2.0,,1.0,5.0,593.0
To_Love-Ru_Trouble_-_Forever_We_Can_Make_It,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,4,9,6,21,265,97,62,139,219,204,242,363,357,482,1027,1487,3061,1092,2843,2638,2748,937,704,1772,298,216,339,1425,1594,148,39,56,94,29,53,120,29,16,23,205,180,10,58,,0.0,0.0,,,,,0.0,0.0,,8.0,173.0,,,,,5.0,1.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,1.0,1.0,1.0,2.0,12.0,1.0,12.0,0.0,0.0,0.0,,,,,1.0,1.0,1.0,,,,
Touka_Gettan_-_Kono_Sekai_ga_Itsuka_wa,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,33,18,28,35,19,40,162,436,467,338,899,269,393,169,376,737,280,914,760,918,806,555,1584,474,1056,255,634,2409,539,2160,795,2580,478,146,918,151,376,66,20,34,41,456,244,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,131.0,206.0,42.0,42.0,46.0,13.0,29.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.0,60.0,82.0,68.0,32.0,24.0,19.0,2.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,69.0,2.0,2.0,2.0,35.0,20.0,1289.0
Trinity_Blood_-_Requiem__Inori,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,7,6,40,42,31,146,100,202,287,814,1075,726,461,557,1609,816,1408,905,634,3337,1286,2600,1035,329,915,373,3371,668,2132,2088,219,344,13,16,14,4,14,6,48,10,141,1,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,26.0,26.0,4.0,4.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,40.0,18.0,14.0,15.0,3.0,1.0,,1.0,1.0,,1.0,0.0,,,,0.0,0.0,0.0,2.0,,,,1.0,8.0,513.0
White_Album_-_Glass_no_Hana,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4,5,1,1,1,1,1,2,38,16,22,13,48,377,235,278,185,441,856,243,1333,502,742,651,2470,5114,1169,2309,832,2961,1234,353,1397,226,443,149,168,545,64,120,71,91,49,14,195,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,8.0,434.0,2.0,1.0,2.0,2.0,3.0,,,,,0.0,0.0,0.0,0.0,,,,,,,,3.0,2.0,3.0,3.0,,,,,0.0,,,,,,,1.0,,,,,,
Zettai_Karen_Children_-_Soushunfu,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21,70,9,5,2,3,3,22,71,583,206,213,184,160,240,232,225,173,367,453,1131,1660,1049,1696,2020,3891,1613,1651,1007,1505,584,389,866,87,29,39,24,53,18,50,49,26,112,14,382,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,19.0,276.0,2.0,4.0,3.0,4.0,4.0,6.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,15.0,1.0,2.0,2.0,10.0,1.0,,1.0,,0.0,,,,0.0,0.0,,4.0,,,,1.0,332.0
Zettai_Karen_Children_-_Zettai_lovexlove_Sengen,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,9,4,5,4,7,11,60,111,333,295,541,534,454,513,480,388,376,670,701,373,811,488,623,434,987,2733,955,1824,573,2058,1421,418,1745,77,131,99,98,109,51,49,29,30,77,44,630,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,17.0,159.0,2.0,3.0,2.0,4.0,6.0,26.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,9.0,2.0,4.0,,87.0,1.0,5.0,25.0,0.0,0.0,0.0,0.0,,,,2.0,27.0,5.0,2.0,,,
น้อง - Three Man Down Feat. URBOYTJ _Official MV_,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,38,5,9,4,10,30,35,219,207,289,251,330,460,611,849,2426,680,1733,685,2560,1589,871,3142,607,668,238,491,1150,174,179,57,111,69,92,203,20,25,13,15,207,6,3,4,42,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,336.0,3.0,5.0,3.0,2.0,18.0,3.0,,,,0.0,,0.0,0.0,,,0.0,,,,,2.0,,1.0,3.0,,,1.0,,0.0,0.0,0.0,0.0,,0.0,1.0,2.0,1.0,1.0,1.0,,1.0,1820.0
วงวน - SERIOUS BACON ( ORIGINAL by ONEONE ),,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,,,,,,,1,8,2,1,2,1,5,76,10,9,44,79,539,139,491,233,619,422,591,4613,774,2973,431,1380,4556,622,3790,569,2138,1034,87,966,32,278,38,40,46,10,1,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,430.0,1.0,2.0,2.0,1.0,2.0,,,,0.0,0.0,0.0,,0.0,,,,,,,1.0,1.0,1.0,,1.0,,,,,0.0,,,,,,,1.0,,,,,,
スノードーム ⧸ 『ユイカ』【MV】,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,10,7,27,42,60,296,130,203,194,372,381,301,1152,444,606,493,945,3815,926,2912,1422,1148,273,259,1877,422,303,132,197,252,54,101,37,10,33,13,34,18,42,29,,,,,,,,,0.0,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,28.0,,,,,
好きだから。⧸ 『ユイカ』【MV】,,,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,36,,2,4,2,13,20,149,398,314,263,259,677,863,1476,674,771,823,859,5838,2220,3198,1158,2182,1109,653,2625,629,561,121,375,429,420,108,101,37,36,2,8,8,6,8,6,107,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,13.0,243.0,1.0,1.0,1.0,1.0,,4.0,0.0,0.0,0.0,0.0,0.0,,,,,,,6.0,2.0,1.0,3.0,4.0,,,,,,,0.0,,,,,,,1.0,,,,,,
恋泥棒。 ⧸ 『ユイカ』【MV】,,,,,,,,,0,,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,2,1,1,5,15,85,475,214,222,319,398,483,1847,1168,638,611,1097,3242,1191,2225,1309,2601,1392,395,1026,165,247,125,44,33,22,34,40,37,23,41,4,7,36,1,6,1,61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,31.0,1.0,1.0,2.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,30.0,15.0,2.0,1.0,1.0,1.0,1.0,,,,,0.0,,,,,,,1.0,,,,,,
